"","from","to","m","km","miles","seconds","minutes","hours","Country.to","Country.from"
"1","Antwerp","Aalborg",989587,989.587,614.9293618,34526,575.433333333333,9.59055555555556,"Denmark","Belgium"
"2","Antwerp","Amadora",2078060,2078.06,1291.306484,68176,1136.26666666667,18.9377777777778,"Portugal","Belgium"
"3","Antwerp","Amsterdam",158620,158.62,98.566468,6804,113.4,1.89,"Netherlands","Belgium"
"4","Antwerp","Antwerp",0,0,0,0,0,0,"Belgium","Belgium"
"5","Antwerp","Arhus",880308,880.308,547.0233912,31053,517.55,8.62583333333333,"Denmark","Belgium"
"6","Antwerp","Athens",2821694,2821.694,1753.4006516,97180,1619.66666666667,26.9944444444444,"Greece","Belgium"
"7","Antwerp","Barcelona",1377368,1377.368,855.8964752,45750,762.5,12.7083333333333,"Spain","Belgium"
"8","Antwerp","Bergen",1651081,1651.081,1025.9817334,75811,1263.51666666667,21.0586111111111,"Norway","Belgium"
"9","Antwerp","Berlin",723249,723.249,449.4269286,25137,418.95,6.9825,"Germany","Belgium"
"10","Antwerp","Bettembourg",261632,261.632,162.5781248,9062,151.033333333333,2.51722222222222,"Luxembourg","Belgium"
"11","Antwerp","Birkirkara",2539341,2539.341,1577.9464974,100639,1677.31666666667,27.9552777777778,"Malta","Belgium"
"12","Antwerp","Birmingham",NA,NA,NA,NA,NA,NA,"UK","Belgium"
"13","Antwerp","Braga",1894170,1894.17,1177.037238,62039,1033.98333333333,17.2330555555556,"Portugal","Belgium"
"14","Antwerp","Bratislava",1187487,1187.487,737.9044218,40301,671.683333333333,11.1947222222222,"Slovakia","Belgium"
"15","Antwerp","Brno",1098467,1098.467,682.5873938,37216,620.266666666667,10.3377777777778,"Czech Republic","Belgium"
"16","Antwerp","Brussels",44779,44.779,27.8256706,2934,48.9,0.815,"Belgium","Belgium"
"17","Antwerp","Bucharest",2177729,2177.729,1353.2408006,78799,1313.31666666667,21.8886111111111,"Romania","Belgium"
"18","Antwerp","Budapest",1350131,1350.131,838.9714034,45737,762.283333333333,12.7047222222222,"Hungary","Belgium"
"19","Antwerp","Burgas",2503160,2503.16,1555.463624,85397,1423.28333333333,23.7213888888889,"Bulgaria","Belgium"
"20","Antwerp","Celje",1217268,1217.268,756.4103352,41758,695.966666666667,11.5994444444444,"Slovenia","Belgium"
"21","Antwerp","Charleroi",108723,108.723,67.5604722,4547,75.7833333333333,1.26305555555556,"Belgium","Belgium"
"22","Antwerp","Cluj-Napoca",1765799,1765.799,1097.2674986,66084,1101.4,18.3566666666667,"Romania","Belgium"
"23","Antwerp","Cologne",218415,218.415,135.723081,8333,138.883333333333,2.31472222222222,"Germany","Belgium"
"24","Antwerp","Copenhagen",878406,878.406,545.8414884,34579,576.316666666667,9.60527777777778,"Denmark","Belgium"
"25","Antwerp","Cracow",1256297,1256.297,780.6629558,42546,709.1,11.8183333333333,"Poland","Belgium"
"26","Antwerp","Craiova",1972316,1972.316,1225.5971624,69400,1156.66666666667,19.2777777777778,"Romania","Belgium"
"27","Antwerp","Daugavpils",1863257,1863.257,1157.8278998,69352,1155.86666666667,19.2644444444444,"Latvia","Belgium"
"28","Antwerp","Debrecen",1606057,1606.057,998.0038198,53646,894.1,14.9016666666667,"Hungary","Belgium"
"29","Antwerp","Drammen",1315148,1315.148,817.2329672,53110,885.166666666667,14.7527777777778,"Norway","Belgium"
"30","Antwerp","Dudelange",267297,267.297,166.0983558,9234,153.9,2.565,"Luxembourg","Belgium"
"31","Antwerp","Eindhoven",89682,89.682,55.7283948,4027,67.1166666666667,1.11861111111111,"Netherlands","Belgium"
"32","Antwerp","Esbjerg",810839,810.839,503.8553546,29864,497.733333333333,8.29555555555556,"Denmark","Belgium"
"33","Antwerp","Esch-Alzette",264257,264.257,164.2092998,9137,152.283333333333,2.53805555555556,"Luxembourg","Belgium"
