"","from","to","m","km","miles","seconds","minutes","hours","Country.to","Country.from"
"1","Bettembourg","Aalborg",1072510,1072.51,666.457714,37593,626.55,10.4425,"Denmark","Luxembourg"
"2","Bettembourg","Amadora",2112885,2112.885,1312.946739,66685,1111.41666666667,18.5236111111111,"Portugal","Luxembourg"
"3","Bettembourg","Amsterdam",419456,419.456,260.6499584,14737,245.616666666667,4.09361111111111,"Netherlands","Luxembourg"
"4","Bettembourg","Antwerp",262078,262.078,162.8552692,9184,153.066666666667,2.55111111111111,"Belgium","Luxembourg"
"5","Bettembourg","Arhus",963231,963.231,598.5517434,34119,568.65,9.4775,"Denmark","Luxembourg"
"6","Bettembourg","Athens",2647162,2647.162,1644.9464668,91150,1519.16666666667,25.3194444444444,"Greece","Luxembourg"
"7","Bettembourg","Barcelona",1147212,1147.212,712.8775368,37537,625.616666666667,10.4269444444444,"Spain","Luxembourg"
"8","Bettembourg","Bergen",1734003,1734.003,1077.5094642,78878,1314.63333333333,21.9105555555556,"Norway","Luxembourg"
"9","Bettembourg","Berlin",774694,774.694,481.3948516,26515,441.916666666667,7.36527777777778,"Germany","Luxembourg"
"10","Bettembourg","Bettembourg",0,0,0,0,0,0,"Luxembourg","Luxembourg"
"11","Bettembourg","Birkirkara",2281832,2281.832,1417.9304048,91990,1533.16666666667,25.5527777777778,"Malta","Luxembourg"
"12","Bettembourg","Birmingham",NA,NA,NA,NA,NA,NA,"UK","Luxembourg"
"13","Bettembourg","Braga",1928995,1928.995,1198.677493,60548,1009.13333333333,16.8188888888889,"Portugal","Luxembourg"
"14","Bettembourg","Bratislava",1012955,1012.955,629.450237,34271,571.183333333333,9.51972222222222,"Slovakia","Luxembourg"
"15","Bettembourg","Brno",923598,923.598,573.9237972,31136,518.933333333333,8.64888888888889,"Czech Republic","Luxembourg"
"16","Bettembourg","Brussels",229187,229.187,142.4168018,8191,136.516666666667,2.27527777777778,"Belgium","Luxembourg"
"17","Bettembourg","Bucharest",2003196,2003.196,1244.7859944,72770,1212.83333333333,20.2138888888889,"Romania","Luxembourg"
"18","Bettembourg","Budapest",1175599,1175.599,730.5172186,39708,661.8,11.03,"Hungary","Luxembourg"
"19","Bettembourg","Burgas",2328628,2328.628,1447.0094392,79368,1322.8,22.0466666666667,"Bulgaria","Luxembourg"
"20","Bettembourg","Celje",1042735,1042.735,647.955529,35728,595.466666666667,9.92444444444445,"Slovenia","Luxembourg"
"21","Bettembourg","Charleroi",206261,206.261,128.1705854,6984,116.4,1.94,"Belgium","Luxembourg"
"22","Bettembourg","Cluj-Napoca",1591266,1591.266,988.8126924,60054,1000.9,16.6816666666667,"Romania","Luxembourg"
"23","Bettembourg","Cologne",217929,217.929,135.4210806,9126,152.1,2.535,"Germany","Luxembourg"
"24","Bettembourg","Copenhagen",961329,961.329,597.3698406,37646,627.433333333333,10.4572222222222,"Denmark","Luxembourg"
"25","Bettembourg","Cracow",1200380,1200.38,745.916132,39705,661.75,11.0291666666667,"Poland","Luxembourg"
"26","Bettembourg","Craiova",1797784,1797.784,1117.1429776,63370,1056.16666666667,17.6027777777778,"Romania","Luxembourg"
"27","Bettembourg","Daugavpils",1903895,1903.895,1183.080353,70467,1174.45,19.5741666666667,"Latvia","Luxembourg"
"28","Bettembourg","Debrecen",1431524,1431.524,889.5490136,47616,793.6,13.2266666666667,"Hungary","Luxembourg"
"29","Bettembourg","Drammen",1398071,1398.071,868.7613194,56177,936.283333333333,15.6047222222222,"Norway","Luxembourg"
"30","Bettembourg","Dudelange",9788,9.788,6.0822632,585,9.75,0.1625,"Luxembourg","Luxembourg"
"31","Bettembourg","Eindhoven",291487,291.487,181.1300218,10785,179.75,2.99583333333333,"Netherlands","Luxembourg"
"32","Bettembourg","Esbjerg",893762,893.762,555.3837068,32930,548.833333333333,9.14722222222222,"Denmark","Luxembourg"
"33","Bettembourg","Esch-Alzette",12997,12.997,8.0763358,771,12.85,0.214166666666667,"Luxembourg","Luxembourg"
"34","Bettembourg","Espoo",2365467,2365.467,1469.9011938,97708,1628.46666666667,27.1411111111111,"Finland","Luxembourg"
"35","Bettembourg","Frankfurt",263037,263.037,163.4511918,9822,163.7,2.72833333333333,"Germany","Luxembourg"
"36","Bettembourg","Gazimagusa",3565921,3565.921,2215.8633094,139407,2323.45,38.7241666666667,"Cyprus","Luxembourg"
"37","Bettembourg","Gent",287058,287.058,178.3778412,10004,166.733333333333,2.77888888888889,"Belgium","Luxembourg"
"38","Bettembourg","Glasgow",1273813,1273.813,791.5473982,44988,749.8,12.4966666666667,"UK","Luxembourg"
"39","Bettembourg","Goteborg",1264596,1264.596,785.8199544,48025,800.416666666667,13.3402777777778,"Sweden","Luxembourg"
"40","Bettembourg","Graz",924595,924.595,574.543333,32266,537.766666666667,8.96277777777778,"Austria","Luxembourg"
"41","Bettembourg","Hamburg",636076,636.076,395.2576264,22518,375.3,6.255,"Germany","Luxembourg"
"42","Bettembourg","Helsinki",2346776,2346.776,1458.2866064,96915,1615.25,26.9208333333333,"Finland","Luxembourg"
"43","Bettembourg","Iasi",2023054,2023.054,1257.1257556,80153,1335.88333333333,22.2647222222222,"Romania","Luxembourg"
"44","Bettembourg","Innsbruck",608154,608.154,377.9068956,23583,393.05,6.55083333333333,"Austria","Luxembourg"
"45","Bettembourg","Iraklion",2984534,2984.534,1854.5894276,125915,2098.58333333333,34.9763888888889,"Greece","Luxembourg"
"46","Bettembourg","Jelgava",1915483,1915.483,1190.2811362,69686,1161.43333333333,19.3572222222222,"Latvia","Luxembourg"
"47","Bettembourg","Jurmala",1959969,1959.969,1217.9247366,71790,1196.5,19.9416666666667,"Latvia","Luxembourg"
"48","Bettembourg","Kaunas",1693371,1693.371,1052.2607394,60084,1001.4,16.69,"Lithuania","Luxembourg"
"49","Bettembourg","Klaipeda",1862943,1862.943,1157.6327802,66402,1106.7,18.445,"Lithuania","Luxembourg"
"50","Bettembourg","Kohtla-Jarve",2336621,2336.621,1451.9762894,88035,1467.25,24.4541666666667,"Estonia","Luxembourg"
"51","Bettembourg","Kosice",1380965,1380.965,858.131651,49054,817.566666666667,13.6261111111111,"Slovakia","Luxembourg"
"52","Bettembourg","Kranj",899198,899.198,558.7616372,32320,538.666666666667,8.97777777777778,"Slovenia","Luxembourg"
"53","Bettembourg","Larnaca",3575583,3575.583,2221.8672762,139884,2331.4,38.8566666666667,"Cyprus","Luxembourg"
"54","Bettembourg","Leeds",904167,904.167,561.8493738,33265,554.416666666667,9.24027777777778,"UK","Luxembourg"
"55","Bettembourg","Lemesos",3604501,3604.501,2239.8369214,140720,2345.33333333333,39.0888888888889,"Cyprus","Luxembourg"
"56","Bettembourg","Liege",175397,175.397,108.9916958,5954,99.2333333333333,1.65388888888889,"Belgium","Luxembourg"
"57","Bettembourg","Liepaja",1954828,1954.828,1214.7301192,70351,1172.51666666667,19.5419444444444,"Latvia","Luxembourg"
"58","Bettembourg","Linz",764254,764.254,474.9074356,26431,440.516666666667,7.34194444444444,"Austria","Luxembourg"
"59","Bettembourg","Lisbon",2108792,2108.792,1310.4033488,67008,1116.8,18.6133333333333,"Portugal","Luxembourg"
"60","Bettembourg","Liverpool",965912,965.912,600.2177168,35228,587.133333333333,9.78555555555556,"UK","Luxembourg"
"61","Bettembourg","Ljubljana",926855,926.855,575.947697,33507,558.45,9.3075,"Slovenia","Luxembourg"
"62","Bettembourg","Lodz",1170085,1170.085,727.090819,38030,633.833333333333,10.5638888888889,"Poland","Luxembourg"
"63","Bettembourg","London",603075,603.075,374.750805,23576,392.933333333333,6.54888888888889,"UK","Luxembourg"
"64","Bettembourg","Luxemburg",45925,45.925,28.537795,2228,37.1333333333333,0.618888888888889,"Luxembourg","Luxembourg"
"65","Bettembourg","Lyon",510152,510.152,317.0084528,16703,278.383333333333,4.63972222222222,"France","Luxembourg"
"66","Bettembourg","Madrid",1647877,1647.877,1023.9907678,52494,874.9,14.5816666666667,"Spain","Luxembourg"
"67","Bettembourg","Malmo",993542,993.542,617.3869988,38950,649.166666666667,10.8194444444444,"Sweden","Luxembourg"
"68","Bettembourg","Maribor",989578,989.578,614.9237692,34061,567.683333333333,9.46138888888889,"Slovenia","Luxembourg"
"69","Bettembourg","Marseille",818896,818.896,508.8619744,26398,439.966666666667,7.33277777777778,"France","Luxembourg"
"70","Bettembourg","Milan",686553,686.553,426.6240342,25459,424.316666666667,7.07194444444444,"Italy","Luxembourg"
"71","Bettembourg","Miskolc",1383499,1383.499,859.7062786,46212,770.2,12.8366666666667,"Hungary","Luxembourg"
"72","Bettembourg","Mosta",2288310,2288.31,1421.955834,92641,1544.01666666667,25.7336111111111,"Malta","Luxembourg"
"73","Bettembourg","Munich",518545,518.545,322.223863,19116,318.6,5.31,"Germany","Luxembourg"
"74","Bettembourg","Naples",NA,NA,NA,NA,NA,NA,"Italy","Luxembourg"
"75","Bettembourg","Narva",2374586,2374.586,1475.5677404,89717,1495.28333333333,24.9213888888889,"Estonia","Luxembourg"
"76","Bettembourg","Nice",976513,976.513,606.8051782,31571,526.183333333333,8.76972222222222,"France","Luxembourg"
"77","Bettembourg","Nicosia",3524895,3524.895,2190.369753,137782,2296.36666666667,38.2727777777778,"Cyprus","Luxembourg"
"78","Bettembourg","Nicosia",3524895,3524.895,2190.369753,137782,2296.36666666667,38.2727777777778,"Cyprus","Luxembourg"
"79","Bettembourg","Nicosia",3524895,3524.895,2190.369753,137782,2296.36666666667,38.2727777777778,"Cyprus","Luxembourg"
"80","Bettembourg","Nicosia",3524895,3524.895,2190.369753,137782,2296.36666666667,38.2727777777778,"Cyprus","Luxembourg"
"81","Bettembourg","Nitra",1099202,1099.202,683.0441228,37084,618.066666666667,10.3011111111111,"Slovakia","Luxembourg"
"82","Bettembourg","Odense",933350,933.35,579.98369,33416,556.933333333333,9.28222222222222,"Denmark","Luxembourg"
"83","Bettembourg","Olomouc",998650,998.65,620.56111,33343,555.716666666667,9.26194444444444,"Czech Republic","Luxembourg"
"84","Bettembourg","Osijek",1349275,1349.275,838.439485,46162,769.366666666667,12.8227777777778,"Croatia","Luxembourg"
"85","Bettembourg","Oslo",1437366,1437.366,893.1792324,57818,963.633333333333,16.0605555555556,"Norway","Luxembourg"
"86","Bettembourg","Ostrava",1088679,1088.679,676.5051306,36056,600.933333333333,10.0155555555556,"Czech Republic","Luxembourg"
"87","Bettembourg","Palermo",2155976,2155.976,1339.7234864,78168,1302.8,21.7133333333333,"Italy","Luxembourg"
"88","Bettembourg","Panevezys",1794890,1794.89,1115.344646,64241,1070.68333333333,17.8447222222222,"Lithuania","Luxembourg"
"89","Bettembourg","Paris",364297,364.297,226.3741558,12127,202.116666666667,3.36861111111111,"France","Luxembourg"
"90","Bettembourg","Parnu",2133136,2133.136,1325.5307104,78675,1311.25,21.8541666666667,"Estonia","Luxembourg"
"91","Bettembourg","Patrai",2615431,2615.431,1625.2288234,92656,1544.26666666667,25.7377777777778,"Greece","Luxembourg"
"92","Bettembourg","Pecs",1246388,1246.388,774.5055032,44757,745.95,12.4325,"Hungary","Luxembourg"
"93","Bettembourg","Piraieus",2654231,2654.231,1649.3391434,91289,1521.48333333333,25.3580555555556,"Greece","Luxembourg"
"94","Bettembourg","Plovdiv",2090694,2090.694,1299.1572516,72597,1209.95,20.1658333333333,"Bulgaria","Luxembourg"
"95","Bettembourg","Plzen",627030,627.03,389.636442,21355,355.916666666667,5.93194444444444,"Czech Republic","Luxembourg"
"96","Bettembourg","Porto",1957944,1957.944,1216.6664016,61430,1023.83333333333,17.0638888888889,"Portugal","Luxembourg"
"97","Bettembourg","Poznan",1010247,1010.247,627.7674858,33439,557.316666666667,9.28861111111111,"Poland","Luxembourg"
"98","Bettembourg","Prague",726473,726.473,451.4303222,24868,414.466666666667,6.90777777777778,"Czech Republic","Luxembourg"
"99","Bettembourg","Presov",1344024,1344.024,835.1765136,47331,788.85,13.1475,"Slovakia","Luxembourg"
"100","Bettembourg","Qormi",2280392,2280.392,1417.0355888,91956,1532.6,25.5433333333333,"Malta","Luxembourg"
"101","Bettembourg","Rabat",2574403,2574.403,1599.7340242,89656,1494.26666666667,24.9044444444444,"Malta","Luxembourg"
